,worker_id,level_1,acc,avg_rt,conceptual_responses,fail_to_maintain_set,learning_rate,learning_to_learn,nonperseverative_errors,perseverative_errors,perseverative_responses,total_errors
35,s005,35,0.5464788732394367,509.0,118,7,0.029526570216691368,0.002279259038868121,69,92,150,161
36,s005,36,0.5521978021978022,506.5,125,8,0.03948510210994158,0.0024508780919511143,69,94,161,163
37,s005,37,0.5442359249329759,509.0,125,8,0.043964346356463374,0.00181718024950957,73,97,164,170
38,s005,38,0.5430809399477807,509.0,128,9,0.0482977601897618,0.0016465761707079164,80,95,156,175
39,s005,39,0.548469387755102,509.0,133,9,0.05097353412713665,0.001884385147917868,81,96,159,177
40,s007,0,0.1,608.0,0,0,-0.2085538735550904,-0.20855387355509034,9,0,1,9
41,s007,1,0.2777777777777778,654.0,2,0,0.06404283901888623,0.06404283901888622,13,0,5,13
42,s007,2,0.39285714285714285,652.5,5,0,0.001517174190553995,0.1206756075997068,6,11,11,17
43,s007,3,0.3888888888888889,632.5,7,1,-0.043694564227819255,0.0553560296064537,9,13,13,22
44,s007,4,0.3333333333333333,644.0,7,1,0.04641010587236159,-0.005262156232919788,25,5,5,30
45,s007,5,0.34545454545454546,661.0,7,1,0.0697817871501083,-0.0007517037305705219,30,6,7,36
46,s007,6,0.3387096774193548,668.0,8,1,0.05870620112779103,-0.0006608259538990182,25,16,19,41
47,s007,7,0.3472222222222222,662.5,8,1,0.05226768523672453,-0.0008647832595278851,31,16,23,47
48,s007,8,0.3950617283950617,664.0,11,1,0.011554363266615957,0.013684031934603044,31,18,33,49
49,s007,9,0.4175824175824176,674.0,17,2,0.048141843586355204,0.014169836823711432,43,10,22,53
50,s007,10,0.42574257425742573,664.0,18,2,0.057358099965109495,0.012522770982170365,47,11,23,58
51,s007,11,0.45871559633027525,674.0,25,3,0.07250614157822202,0.01588010493864016,43,16,29,59
52,s007,12,0.4406779661016949,669.0,25,3,0.06459393203339955,0.00868889748991622,48,18,33,66
53,s007,13,0.44881889763779526,674.0,25,3,0.04615430832879136,0.007508087100967013,45,25,45,70
54,s007,14,0.47794117647058826,676.0,32,4,0.030630948099471693,0.011254203269301549,46,25,47,71
55,s007,15,0.4520547945205479,676.0,32,4,0.0065998077146564305,0.005351779635055728,53,27,49,80
56,s007,16,0.45161290322580644,678.0,32,4,0.004211528874355814,0.0045176419210027075,66,19,45,85
57,s007,17,0.44242424242424244,686.0,32,4,0.008049516436609578,0.0025642835484697953,66,26,55,92
58,s007,18,0.44571428571428573,689.0,32,4,-0.007684939914132916,0.0029160062808531065,55,42,75,97
59,s007,19,0.4702702702702703,689.0,39,5,-0.019624108915834167,0.005433809037063798,56,42,76,98
60,s007,20,0.4948453608247423,693.5,48,5,-0.01121194928926582,0.0074247087060037,56,42,79,98
61,s007,21,0.49261083743842365,697.0,50,6,-0.0030651105654842994,0.006024292371934237,67,36,77,103
62,s007,22,0.4811320754716981,701.0,50,6,-0.006228296812912133,0.004167020249455353,64,46,82,110
63,s007,23,0.46846846846846846,705.0,50,6,0.003774980369589017,0.0023481989498412843,68,50,86,118
64,s007,24,0.45689655172413796,703.5,50,6,-0.0010132762662662786,0.0010460034123053864,64,62,98,126
65,s007,25,0.4380165289256198,703.5,50,6,0.010404146680343042,-0.0008130587474812238,71,65,101,136
66,s007,26,0.44223107569721115,703.0,51,6,0.011117533110313903,-0.00035031019006911816,79,61,97,140
67,s007,27,0.4362934362934363,703.0,51,6,0.013155584436883524,-0.000807148559555773,82,64,100,146
68,s007,28,0.44029850746268656,703.0,54,7,0.012119481636043861,-0.0003847134009107706,86,64,103,150
69,s007,29,0.44244604316546765,704.5,55,7,0.011663955291565012,-0.00020379053293138134,91,64,108,155
70,s007,30,0.4425087108013937,705.0,55,7,0.015043627595740388,-0.00014472852457208133,95,65,111,160
71,s007,31,0.4478114478114478,705.0,58,8,0.016465480982971608,0.00022020867974596373,98,66,114,164
72,s007,32,0.4444444444444444,702.5,58,8,0.017079928581262473,4.742159603830006e-06,102,68,115,170
73,s007,33,0.43670886075949367,701.0,58,8,0.012077309227040069,-0.0005480008975732938,110,68,116,178
74,s007,34,0.4386503067484663,702.5,58,8,0.01264554537074607,-0.0003428437017077629,115,68,121,183
75,s007,35,0.4537313432835821,703.0,67,8,0.02323370291723291,0.0006253792111072307,115,68,130,183
76,s007,36,0.4579710144927536,700.0,69,9,0.02355738903854397,0.0008835040348050218,120,67,134,187
77,s007,37,0.4507042253521127,700.0,69,9,0.017323371932177537,0.00032109473639740346,121,74,143,195
78,s007,38,0.4423076923076923,701.0,69,9,0.019114749436781066,-0.00021714662157376613,111,92,167,203
79,s007,39,0.43548387096774194,702.0,69,9,0.019037087920076155,-0.0006077493603931609,112,98,173,210
80,s009,0,0.6,441.5,3,0,0.2639300957481922,0.2639300957481922,4,0,6,4
81,s009,1,0.7,463.5,9,1,0.053009389738598825,0.05300938973859881,6,0,14,6
82,s009,2,0.4827586206896552,408.0,9,1,1.0832179791864265,-1.0468420027896113,6,9,9,15
83,s009,3,0.4358974358974359,412.0,10,1,0.2275826030043484,-0.10027684294711817,13,9,15,22
84,s009,4,0.3877551020408163,404.0,10,1,0.1608805252933018,-0.06214838436256664,18,12,19,30
85,s009,5,0.4067796610169492,398.0,12,1,0.13101736374917095,-0.023420335481443896,15,20,23,35
86,s009,6,0.36231884057971014,394.0,12,1,0.11615903067943589,-0.033173335560457894,19,25,28,44
87,s009,7,0.3670886075949367,391.0,13,1,0.08608020102780148,-0.021122960265189585,22,28,34,50
88,s009,8,0.42696629213483145,391.0,19,1,0.07025805834325066,0.0018818255246942752,23,28,43,51
89,s009,9,0.45454545454545453,394.0,24,2,0.08805394597798519,0.0072262341901805855,30,24,44,54
90,s009,10,0.44036697247706424,384.0,24,2,0.07634084786101022,0.0018515536836740205,35,26,46,61
91,s009,11,0.47058823529411764,384.0,29,3,0.054363610084134255,0.00794596310232805,32,31,51,63
92,s009,12,0.4728682170542636,381.0,29,3,0.04039915901349928,0.006162407670925472,36,32,58,68
93,s009,13,0.4892086330935252,376.0,34,3,0.0461414649598438,0.008204302378805048,38,33,61,71
94,s009,14,0.5167785234899329,370.0,41,4,0.055815794294656926,0.010260443921775046,39,33,63,72
95,s009,15,0.5220125786163522,370.0,44,5,0.06840867019488446,0.00972732517322822,38,38,64,76
96,s009,16,0.5502958579881657,375.0,54,5,0.0766058613975284,0.011915811257844112,38,38,66,76
97,s009,17,0.5586592178770949,370.0,59,6,0.09007768271724467,0.011033383377428953,39,40,79,79
98,s009,18,0.5714285714285714,370.0,65,6,0.0957007382431657,0.011187547239464173,40,41,80,81
99,s009,19,0.5628140703517588,370.0,68,7,0.11059361205247134,0.008492392205258863,45,42,89,87
100,s009,20,0.5645933014354066,376.0,68,7,0.10241472075631747,0.00707348675144256,48,43,93,91
101,s009,21,0.5753424657534246,376.0,74,7,0.08931480702815416,0.0071717206075937665,44,49,96,93
102,s009,22,0.5938864628820961,370.0,84,7,0.08635418644706314,0.008726679981357942,44,49,98,93
103,s009,23,0.5899581589958159,376.0,85,8,0.0693213219030413,0.006643705864673122,49,49,101,98
104,s009,24,0.606425702811245,377.0,95,8,0.06092524574857698,0.008100177803510808,52,46,98,98
105,s009,25,0.6216216216216216,377.0,105,8,0.0643078313580739,0.008772073121285345,52,46,102,98
106,s009,26,0.6096654275092936,379.0,105,9,0.07894718296707881,0.0065413925910918335,52,53,114,105
107,s009,27,0.6200716845878136,377.0,112,9,0.08202863914705438,0.0067195374455553975,52,54,117,106
108,s009,28,0.6089965397923875,377.0,113,10,0.09286437028287392,0.005024722560713572,57,56,115,113
109,s009,29,0.5919732441471572,376.0,113,10,0.07976173661549055,0.0027379895275334064,61,61,121,122
110,s009,30,0.5922330097087378,375.0,114,10,0.07244656017332118,0.002567744945932438,63,63,129,126
111,s009,31,0.6050156739811913,374.0,124,10,0.07281222146848025,0.0033574414607773504,63,63,132,126
112,s009,32,0.6170212765957447,374.0,134,10,0.07611229945459405,0.003812276639199973,64,62,131,126
113,s009,33,0.6047197640117994,372.0,134,11,0.08652844155826181,0.0025563721008164467,67,67,137,134
114,s009,34,0.6103151862464183,370.0,139,12,0.08608083511794506,0.0025564609415804516,67,69,141,136
115,s009,35,0.6183844011142061,373.0,145,13,0.08493817202383298,0.003015597577987444,68,69,155,137
116,s009,36,0.6287262872628726,376.0,155,13,0.08515588095544675,0.003554446073783628,68,69,155,137
117,s009,37,0.6306068601583114,377.0,158,14,0.08893130868252978,0.003503141032854729,67,73,153,140
118,s009,38,0.6349614395886889,377.0,164,14,0.09135341410617616,0.003499648455277623,67,75,159,142
119,s009,39,0.6240601503759399,378.0,164,15,0.09891313785449225,0.002581829850737127,72,78,164,150
120,s011,0,0.9,469.5,5,0,0.10794771760635613,0.10794771760635617,1,0,9,1
121,s011,1,0.95,449.5,15,0,0.15282650442752282,0.15282650442752282,1,0,19,1
122,s011,2,0.7333333333333333,443.5,17,1,0.39999679699125,-0.19605157153579023,4,4,9,8
123,s011,3,0.7,466.5,17,1,0.33902004389497264,-0.16913089940096135,6,6,14,12
124,s011,4,0.66,464.0,17,1,0.1718714585355435,-0.06591349398173221,9,8,18,17
125,s011,5,0.6833333333333333,470.0,20,1,0.20635708225705604,-0.04589003608380546,10,9,19,19
126,s011,6,0.6571428571428571,475.5,23,2,0.1527268355408823,-0.027688159652609456,10,14,22,24
127,s011,7,0.65,475.5,26,3,0.13182013541033277,-0.02689040810792061,13,15,27,28
128,s011,8,0.6333333333333333,469.5,30,4,0.11241195629280834,-0.020890743711796493,16,17,42,33
129,s011,9,0.58,473.0,30,4,0.11206904991267162,-0.029882873255256043,21,21,42,42
130,s011,10,0.5636363636363636,468.0,31,4,0.09839429843557895,-0.023504642742332583,25,23,44,48
131,s011,11,0.5294117647058824,465.0,31,4,0.09855223087777623,-0.026274653211570277,29,27,56,56
132,s011,12,0.5193798449612403,468.0,31,4,0.100756328780334,-0.022073180615072636,34,28,59,62
133,s011,13,0.5179856115107914,468.0,33,4,0.11117064362929191,-0.01720398447519584,37,30,54,67
134,s011,14,0.5503355704697986,466.0,43,4,0.12182742042523001,-0.008985415803116993,37,30,60,67
135,s011,15,0.5157232704402516,468.0,43,5,0.1331299620541933,-0.01193594624085045,44,33,64,77
136,s011,16,0.48520710059171596,466.0,43,5,0.1174993805207113,-0.015680742518556577,50,37,75,87
137,s011,17,0.49162011173184356,468.0,45,5,0.10648884901054481,-0.011134503308359238,53,38,76,91
138,s011,18,0.5185185185185185,466.0,55,5,0.12947618469411448,-0.0072629043852004,53,38,76,91
139,s011,19,0.507537688442211,468.0,58,6,0.14471616120213437,-0.007977942058254448,54,44,75,98
140,s011,20,0.507177033492823,468.0,59,6,0.1370826849064534,-0.007228752886604177,55,48,79,103
141,s011,21,0.5205479452054794,466.0,64,6,0.10205376158819879,-0.003978850585810576,56,49,87,105
142,s011,22,0.537117903930131,468.0,73,7,0.10620661715706614,-0.0017974514539963876,57,49,80,106
143,s011,23,0.5189873417721519,468.0,73,7,0.11211067498692176,-0.0032954204893303743,60,54,85,114
144,s011,24,0.4979757085020243,468.0,73,7,0.0941895460374469,-0.005573592627577782,68,56,87,124
145,s011,25,0.4785992217898833,469.0,73,7,0.08957958565801871,-0.006839691298028229,72,62,93,134
146,s011,26,0.4606741573033708,473.0,73,7,0.08901725326144592,-0.008029144494649497,72,72,103,144
147,s011,27,0.45126353790613716,477.0,73,7,0.07780926804968533,-0.007945127441302765,72,80,108,152
148,s011,28,0.47038327526132406,474.0,81,7,0.07383954943979172,-0.005274651825479404,72,80,111,152
149,s011,29,0.48148148148148145,472.0,85,8,0.0708490855460534,-0.0038884468377064505,74,80,120,154
150,s011,30,0.49019607843137253,470.0,90,8,0.06875954373458162,-0.002751446949265484,74,82,124,156
151,s011,31,0.5,468.0,96,10,0.07821823741597189,-0.0021182030144564594,75,83,126,158
152,s011,32,0.4938650306748466,468.0,96,10,0.07602940467952117,-0.0022027991174570992,77,88,134,165
153,s011,33,0.48214285714285715,466.0,96,10,0.06894828390738748,-0.003029625594067571,82,92,138,174
154,s011,34,0.47109826589595377,466.0,96,10,0.06295061212422128,-0.003532054495861015,89,94,144,183
155,s011,35,0.47752808988764045,465.0,98,10,0.060883715388681967,-0.0027832248292797472,91,95,147,186
156,s011,36,0.4726775956284153,466.0,98,10,0.058260321604249245,-0.002767759735509071,96,97,145,193
157,s011,37,0.48404255319148937,465.5,105,10,0.06118310685532032,-0.0018940430450769831,97,97,147,194
158,s011,38,0.4896373056994819,465.5,110,11,0.0544624602432584,-0.001464222592854366,99,98,157,197
159,s011,39,0.5025252525252525,466.0,120,11,0.047901657182184296,-0.0004893276893846872,99,98,159,197
160,s012,0,0.2222222222222222,439.0,0,0,0.06262900145025804,0.06262900145025807,7,0,2,7
161,s012,1,0.21052631578947367,448.0,0,0,0.017834396803730848,0.017834396803730827,15,0,4,15
162,s012,2,0.3448275862068966,457.0,1,0,-0.07443208678962183,0.11074534378729717,10,9,9,19
163,s012,3,0.358974358974359,464.0,3,0,0.01695731227118097,0.05010296719195129,19,6,10,25
164,s012,4,0.2857142857142857,464.0,3,0,0.028946358380162983,-0.007699799069218412,23,12,16,35
165,s012,5,0.23728813559322035,457.0,3,0,-0.007892585111062164,-0.02731435205635008,33,12,16,45
166,s012,6,0.2028985507246377,464.0,3,0,0.007019894405538825,-0.03843484027136919,34,21,25,55
167,s012,7,0.17721518987341772,464.0,3,0,0.0059277800024683065,-0.043560250740804926,42,23,27,65
168,s012,8,0.1797752808988764,463.0,3,0,-0.043740866405572384,-0.023110840321052876,41,32,36,73
169,s012,9,0.24489795918367346,471.0,9,0,-0.05803939328410255,0.008177048135856478,41,33,39,74
170,s012,10,0.26732673267326734,472.0,12,0,-0.04762679945589253,0.01411246446049289,41,33,40,74
171,s012,11,0.26126126126126126,471.0,12,1,-0.023337640705299,0.007346187130855173,38,44,49,82
172,s012,12,0.256198347107438,463.0,13,1,-0.01653221650514874,0.00436467064742741,47,43,50,90
173,s012,13,0.29770992366412213,464.0,18,1,-0.025115430734302936,0.011417967021516425,49,43,52,92
174,s012,14,0.3333333333333333,472.0,25,2,-0.010355240914460764,0.014935898426632285,45,49,61,94
175,s012,15,0.3576158940397351,480.0,26,2,-0.011606517481608989,0.015851904807375826,47,50,64,97
176,s012,16,0.3416149068322981,488.0,26,2,0.009776181330375614,0.010677279977521926,60,46,60,106
177,s012,17,0.34502923976608185,488.0,26,2,0.004458964749507506,0.009247068551907921,65,47,64,112
178,s012,18,0.34806629834254144,488.0,26,2,0.017054530731609733,0.00838387996155809,72,46,67,118
179,s012,19,0.35602094240837695,488.0,30,3,0.006495335845290413,0.007855025430538207,77,46,71,123
180,s012,20,0.3482587064676617,488.0,30,3,0.015110532875125936,0.005829825707044376,74,57,80,131
181,s012,21,0.35071090047393366,488.0,32,3,0.02192256914198336,0.005396585565178943,79,58,81,137
182,s012,22,0.37104072398190047,488.0,40,4,0.03623728739817085,0.0067328558183466615,80,59,84,139
183,s012,23,0.3722943722943723,488.0,42,4,0.04365354477832335,0.006188419006353675,84,61,88,145
184,s012,24,0.38589211618257263,488.0,47,5,0.05036134057243293,0.006873462432069179,93,55,89,148
185,s012,25,0.398406374501992,488.0,49,5,0.0526842858403797,0.007325274189504025,93,58,96,151
186,s012,26,0.39080459770114945,488.0,50,6,0.05589325815772949,0.005820936646407573,88,71,105,159
187,s012,27,0.3800738007380074,488.0,50,6,0.05672843680612433,0.004265792311061736,90,78,112,168
188,s012,28,0.3701067615658363,488.0,50,6,0.064309152295212,0.0031842387394497526,108,69,107,177
189,s012,29,0.35738831615120276,481.0,50,6,0.060182633413445735,0.0017386803161562403,111,76,110,187
190,s012,30,0.3521594684385382,481.0,50,6,0.06518258294599166,0.0013494591882381394,113,82,116,195
191,s012,31,0.35691318327974275,481.0,50,6,0.05596599045068158,0.0014772532074868476,113,87,124,200
192,s012,32,0.3644859813084112,480.0,53,6,0.0568178819868123,0.0020385445118614913,113,91,131,204
193,s012,33,0.38368580060422963,480.0,63,6,0.06822003220056709,0.003085599175053188,113,91,139,204
194,s012,34,0.3841642228739003,480.0,63,7,0.07130338307890413,0.0029058680350063735,116,94,142,210
195,s012,35,0.4017094017094017,478.0,73,7,0.07402675974898633,0.0038486388691857405,116,94,148,210
196,s012,36,0.407202216066482,472.0,79,8,0.08416184746697367,0.00386756735293559,120,94,149,214
197,s012,37,0.39622641509433965,472.0,79,8,0.08547745961857199,0.0028526251279980476,120,104,159,224
198,s012,38,0.3858267716535433,471.0,79,8,0.07124144592897644,0.0017299512190562197,117,117,172,234
199,s012,39,0.37595907928388744,464.0,79,8,0.07661121535850125,0.001096493098910398,127,117,172,244
200,s014,0,0.1111111111111111,119.0,0,0,0.06495949674110973,0.06495949674110973,8,0,1,8
201,s014,1,0.15789473684210525,186.0,0,0,0.036930651239971794,0.03693065123997178,16,0,3,16
202,s014,2,0.2413793103448276,263.0,0,0,-0.0024055344065918513,0.08723982477108053,16,6,6,22
203,s014,3,0.23076923076923078,260.0,0,0,0.006836796229091842,0.02711161836303415,22,8,10,30
204,s014,4,0.2653061224489796,249.0,0,0,-0.0017351966508069375,0.02979715855938049,27,9,12,36
205,s014,5,0.27586206896551724,248.5,0,0,-0.0318815644526288,0.02240627781937747,31,11,15,42
206,s014,6,0.3088235294117647,226.5,0,0,-0.028833588571636336,0.0232312870269041,34,13,16,47
207,s014,7,0.3333333333333333,217.5,2,0,-0.026110664809791673,0.023443550997945636,35,17,21,52
208,s014,8,0.4090909090909091,251.0,10,0,-0.04139942624574408,0.03698532847826724,35,17,29,52
209,s014,9,0.4489795918367347,262.0,16,1,-0.03234827779558641,0.03640624116389847,34,20,42,54
210,s014,10,0.4351851851851852,262.0,16,1,-0.01135875230440836,0.022404487155364985,38,23,47,61
211,s014,11,0.4322033898305085,252.5,19,2,-0.028011991398272377,0.016388879379644405,46,21,45,67
212,s014,12,0.4140625,252.5,19,2,-0.0166884630890633,0.008923423060856448,52,23,47,75
213,s014,13,0.4492753623188406,262.0,26,2,0.0019530352340719889,0.013116025982378845,53,23,48,76
214,s014,14,0.46621621621621623,269.5,32,3,0.01710961598814203,0.012987980063357472,44,35,63,79
215,s014,15,0.44936708860759494,280.5,32,3,0.01432282156104006,0.007974936005377225,47,40,70,87
216,s014,16,0.43373493975903615,273.5,32,3,0.029579663068930576,0.004751055094437762,63,31,65,94
217,s014,17,0.42613636363636365,262.5,32,3,0.024503411450160106,0.0028044834248942187,67,34,68,101
218,s014,18,0.42473118279569894,259.5,32,3,0.013760278586808956,0.0023582850376228917,65,42,72,107
219,s014,19,0.42346938775510207,248.5,33,3,0.012367944985677965,0.0018228928022488854,70,43,74,113
220,s014,20,0.4174757281553398,248.5,33,3,0.007263148223578876,0.0009362838074587044,74,46,81,120
221,s014,21,0.413953488372093,253.0,33,3,0.008822907628342107,0.00044949002743260315,77,49,87,126
222,s014,22,0.41333333333333333,246.0,34,3,0.007383127084952673,0.00032708995820248364,80,52,90,132
223,s014,23,0.4085106382978723,233.0,34,3,0.007396739527841676,-0.00019426677626898107,86,53,92,139
224,s014,24,0.40408163265306124,229.0,34,3,0.012041941143852382,-0.0006103901805262345,90,56,97,146
225,s014,25,0.4094488188976378,231.5,35,3,0.010124645075623249,-6.315156202911683e-05,94,56,98,150
226,s014,26,0.39923954372623577,233.0,35,3,0.012299646133614128,-0.0009628889610984533,98,60,102,158
227,s014,27,0.39194139194139194,236.0,35,3,0.006218164797310129,-0.0015528500400825093,104,62,104,166
228,s014,28,0.392226148409894,233.0,35,3,0.00483875411327658,-0.0013768786531778313,110,62,108,172
229,s014,29,0.3822525597269625,230.0,35,3,0.0044260556490509275,-0.0020828055530199958,119,62,109,181
230,s014,30,0.3795379537953795,228.0,35,3,-0.0008794455923947352,-0.0020831596822271795,128,60,107,188
231,s014,31,0.3782051282051282,213.0,35,3,-0.0009254419814592012,-0.002012938247208256,133,61,109,194
232,s014,32,0.37267080745341613,205.5,35,3,0.0016889043916906432,-0.00227652713895488,126,76,124,202
233,s014,33,0.37349397590361444,198.0,35,3,0.0009015093579276146,-0.002003291485966391,129,79,127,208
234,s014,34,0.3713450292397661,193.0,35,3,0.0018014204234091712,-0.0019962452862754953,135,80,128,215
235,s014,35,0.3693181818181818,187.0,35,3,0.00334266745858189,-0.0019714249135209688,145,77,127,222
236,s014,36,0.3674033149171271,180.0,35,3,0.002228988688600075,-0.0019457703458578865,150,79,130,229
237,s014,37,0.3709677419354839,177.5,36,3,-0.0011260435991283253,-0.0015465247859405237,151,83,135,234
238,s014,38,0.3717277486910995,174.5,37,3,-0.00415975549064417,-0.0013683044168210233,161,79,135,240
239,s014,39,0.3673469387755102,174.0,37,3,-0.003447979692487527,-0.001548952360989978,165,83,139,248
240,s015,0,0.3,465.0,0,0,-0.2365026666260816,-0.23650266662608152,7,0,3,7
241,s015,1,0.3,476.5,0,0,1.024241805076137,-1.0568825113516125,7,7,7,14
242,s015,2,0.4,461.0,0,0,-0.06084960403549429,0.04754476377462108,9,9,9,18
243,s015,3,0.325,485.0,0,0,-0.05623044057346562,-0.01586663406894341,16,11,14,27
244,s015,4,0.34,490.0,0,0,-0.03227143271289664,0.0013114466862318413,18,15,20,33
245,s015,5,0.35,506.5,0,0,-0.009473156126985733,0.004053939380116359,20,19,22,39
246,s015,6,0.34285714285714286,502.5,0,0,-0.012750468688242022,0.0010343829268490388,24,22,27,46
247,s015,7,0.3625,506.0,1,0,-0.046739217133816166,0.01096201451123359,33,18,23,51
248,s015,8,0.43333333333333335,506.0,11,0,-0.07358453843097894,0.027414802677644706,33,18,26,51
249,s015,9,0.44,506.0,13,1,-0.025916317412782237,0.018573496880044577,30,26,36,56
250,s015,10,0.43636363636363634,502.5,13,1,-0.018866684460347213,0.012977248815041116,35,27,37,62
251,s015,11,0.43333333333333335,488.5,13,1,-0.01868609842966727,0.009851511050098204,36,32,47,68
252,s015,12,0.46153846153846156,481.5,19,1,-0.021308353878949415,0.012797039689612094,38,32,48,70
253,s015,13,0.5,488.5,29,1,-0.012350001212611206,0.017016752931386006,38,32,52,70
254,s015,14,0.5133333333333333,490.0,34,2,0.005932624683650103,0.015493048728299074,48,25,42,73
255,s015,15,0.53125,499.0,42,3,-0.00013290765554596629,0.015672297649388413,49,26,43,75
256,s015,16,0.5235294117647059,506.0,43,3,0.029530348956790423,0.011019177298965163,44,37,55,81
257,s015,17,0.5166666666666667,505.5,43,3,0.024351035188075437,0.008150209305678264,48,39,58,87
258,s015,18,0.5157894736842106,505.0,43,3,0.030423313448268305,0.00693783128347324,50,42,61,92
259,s015,19,0.525,506.0,48,3,0.03572595086505355,0.006862142499299527,52,43,62,95
260,s015,20,0.5333333333333333,506.0,52,4,0.041719962121674704,0.007018287862762918,49,49,78,98
261,s015,21,0.5545454545454546,506.0,62,4,0.044527495756642,0.008466155106517558,49,49,82,98
262,s015,22,0.5608695652173913,506.0,67,5,0.05339670528735131,0.00819589841465931,53,48,76,101
263,s015,23,0.5458333333333333,506.0,67,5,0.047285899380723306,0.005403627072334672,60,49,77,109
264,s015,24,0.544,506.5,69,5,0.046182976812942284,0.004708545641922174,60,54,88,114
265,s015,25,0.5615384615384615,506.5,79,5,0.04794443352096184,0.005839081605646882,60,54,95,114
266,s015,26,0.5703703703703704,506.0,84,6,0.04834298515140526,0.005934843127065261,64,52,93,116
267,s015,27,0.5607142857142857,506.0,84,6,0.05325004899581208,0.0044284109547598986,66,57,99,123
268,s015,28,0.5724137931034483,506.0,91,6,0.04646241290330651,0.0051713164726216385,73,51,95,124
269,s015,29,0.5866666666666667,506.0,101,6,0.04801615892476433,0.005910566185712033,73,51,98,124
270,s015,30,0.5870967741935483,506.0,106,7,0.05777184532855882,0.005344007351307132,66,62,114,128
271,s015,31,0.56875,505.5,106,7,0.057179472535342654,0.0032862894652512147,73,65,117,138
272,s015,32,0.5575757575757576,505.0,106,7,0.06384164201471525,0.002176379690448606,84,62,109,146
273,s015,33,0.5411764705882353,506.0,106,7,0.061602441544036095,0.0007678942435977851,93,63,110,156
