,NBHD,NBHDL,NBHN,NBHT,adaptive_n_back.mean_load.logTr,ARTKCLCK,angling_risk_task_always_sunny.keep_coef_of_variation,ARTRCLCK,angling_risk_task_always_sunny.release_coef_of_variation.logTr,ANTALTHD,ANTCONHD,ANTZHD,ANTZHN,attention_network_task.hddm_thresh.logTr,ANTORTHD,BITIHDLL,BITIHDML,BITIHDSL,CRTHD,choice_reaction_time.hddm_non_decision.logTr,CRTHT,CGRSCRP,CGRSINTP,CCTCAVCC,CCTCGAIN,CCTCINFO,columbia_card_task_cold.loss_sensitivity.ReflogTr,CCTCPROB,CCTHAVCC,columbia_card_task_hot.gain_sensitivity.logTr,CCTHINFO,CCTHLOSS,CCTHPROB,dietary_decision.health_sensitivity.logTr,dietary_decision.taste_sensitivity.ReflogTr,DGSFORWD,DGSREVRS,DRFHD,DRFHN,DRFHT,DRFPINHD,DSTPCTP,DPEAYBHD,DPEBXBHD,DPBIAS,DPEDPRIM,dot_pattern_expectancy.hddm_drift.logTr,DPEHN,dot_pattern_expectancy.hddm_thresh.logTr,GNGBIAS,GNGDRPIM,HIRSCOR,holt_laury_survey.beta.ReflogTr,holt_laury_survey.prob_weighting.ReflogTr,HLTRSKAV,HLTSFCH,ISTDECPC,ISTDECMV,ISTFXDPC,ISTFXDMV,KTTSCOR,KRBHDRLL,LOGCONHD,LOGGBHD,LOGHD,local_global_letter.hddm_non_decision.ReflogTr,LOGHT,LOGSWCHD,MOSSSRT,MOSHD,motor_selective_stop_signal.hddm_non_decision.ReflogTr,MOSHT,motor_selective_stop_signal.proactive_control_hddm_drift,motor_selective_stop_signal.reactive_control_hddm_drift,PRSPLB,PRPSLOPE,RPMSCOR,REPHD,REPHN,REPHT,REPPINHD,SMHD,shape_matching.hddm_non_decision.ReflogTr,SMHT,SMSIHD,SHFTAC,SHFTLR,SHFTLTL,shift_task.model_beta.logTr,shift_task.model_decay.ReflogTr,SHFTMLR,SIMHD,simon.hddm_non_decision.ReflogTr,SIMHT,SIMSIMHD,simple_reaction_time.avg_rt.logTr,SPSFORWD,SPSREVRS,stim_selective_stop_signal.SSRT.logTr,STSHD,STSHN,STSHTL,stim_selective_stop_signal.reactive_control_hddm_drift,SSSSRTHI,stop_signal.SSRT_low.logTr,SSHD,SSHN,stop_signal.hddm_thresh.logTr,stop_signal.proactive_SSRT_speeding.logTr,stop_signal.proactive_slowing_hddm_drift,stop_signal.proactive_slowing_hddm_thresh,STRHD,STRHN,stroop.hddm_thresh.logTr,STRSTRHD,32CSCHD,32HD,32HN,32HT,32TSCHD,tower_of_london.avg_move_time.logTr,TOLNEM,TOLOPTSL,TOLPLNTM,TSTMODBA,TSTMODFR,TSTPRSV,WRTNEUPR,writing_task.positive_probability.logTr
s110,2.5983389353,-0.9010401358,0.214216843,1.2406351537,0.3364722366212129,29.7391304348,11.066811117,17.0833333333,1.7966843879325558,-0.3804893148,-0.8250866568,3.9583318192,0.2632296147,0.790009215886098,-0.8413635836000001,-4.593403723123268,-3.2789127733047176,-1.9302675105658005,3.2596597644,-1.3691587235518683,1.0460673058,0.5,0.1666666667,9.9166666667,0.025,2.0,0.009785300701788277,-3.8333333332999997,20.7916666667,0.2998259528932013,1.0,0.0008950137000000002,-5.816957710900001,0.5527845082426811,0.35896148630714564,5.1,4.3,1.7946423615,0.3527600685,1.3303035748999998,-0.5411100294,0.3344444444440001,-1.8802808025,-1.0699535787999999,-0.7431748626000001,3.0696269407999996,0.7093932329407671,0.0614036018,0.5575205249756917,-0.6529863250000001,2.9892151170999997,95.0,4.285442751539002,0.294066055722818,0.3968411315,9.0,0.6178581238,0.002018817,0.6774986267,0.0017493105,0.4166666667,-3.6646748864517766,-0.8815488565999999,-0.1241388548,0.5324592842,0.3675899421427775,1.4246179653,-0.1955851232,345.61666666667196,3.4701954124549985,0.10161468043085027,1.7402273954779994,-0.8966796374429997,-0.345222788718,0.4891011677110001,0.5003159652,7.0,0.5738363511,0.3005327901,1.5543903409,-0.3279980062,3.3374884212,0.22289754313667945,1.5260267336000002,-2.0821540467,0.4816625917,0.0077536911,-0.0026601578999999997,1.2181106975339628,0.24028953190628435,0.35005644550000004,2.1946702095,0.17122877559450514,1.0957474025,-1.475559184,5.6577385361547945,5.3,5.1,5.685022727691123,2.544478244761,0.3208568905220001,0.5129372875202037,-0.8330426514289999,274.4541666666609,5.640342238739112,2.5849355176920006,0.3095179507139999,0.492954729294159,4.833840815673957,-0.018164926712999997,0.16742856727499994,2.3136571014,0.30439180050000003,0.4240689619337008,-1.4487694585,-0.172582415777,1.4922170178279999,0.2926861760079999,1.7409574038629998,-0.23365298842199994,7.752028729178241,0.0,9.0,5610.5,-0.3449726868960001,0.148459950451,-0.3816502084890001,0.8923197916000001,-1.108608779910652
s111,1.9731737101,-0.4075008338,0.0738709724,2.4807807701,0.9360933591703348,26.4,14.531574817200001,19.3181818182,2.4117129646093547,-0.4908678121,-0.8716907370000001,3.1884641483,0.3649056674,0.6052843846160434,-0.5597080731,-1.1150776529483766,-1.7822172509484262,-1.343923566609785,4.427122202900001,-1.3123544582890259,1.9983815226,0.6666666667000001,0.33333333330000003,9.25,0.18333333329999998,0.0,0.0028293269769204487,1.5833333333,15.333333333299999,0.19518624001160054,0.0,0.0036238095,-0.480952381,0.3807780036842896,0.20432131291494454,8.5,10.6,3.0012778444,0.33700527900000005,2.0690700842,-0.36040569689999996,0.5277777778,-2.0823886659,-0.7159278084,-0.35364109159999996,3.775523272,0.7278469926593131,0.005675836700000001,0.95440550096592,-0.9279719736029998,5.327301583000001,113.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.6233879924,0.0008840755000000002,0.8870090485000001,0.0015282755,0.5833333333,-3.6646748864517766,-0.9713153126,-0.3783573688,0.6228090188000001,0.1376491601086895,1.8824283722,-0.34491965420000004,327.17333333334113,3.5103790818049987,0.10950005992093503,1.9207917952970004,-1.0497450753469997,-0.3556196931310002,13.5430138153,0.76780885,12.0,1.2419032845,0.4739157978,2.0179628114,-0.2707006726,1.8317983578,0.1184095001748116,2.6536393688,-0.6446587138000001,0.5940594059000001,0.0562532564,0.0020250648000000003,1.436176325463306,0.3794753897931041,0.32477857109999997,2.4193836737,0.08663715736986798,1.8284725751,-0.6288468928000001,5.728475087246572,6.1,5.5,5.327066779833862,3.8706433494,0.269492756,1.226526280008129,-0.5060557218,350.6666666667,5.6185876285929695,2.8385933239,0.2604724972,0.7110327762796168,4.8541548359577,-1.2827744761,0.04378485939799999,2.6263031419,0.3142526295,0.7227181328733084,-1.0877120484,-0.2303566928,1.7428806934999999,0.320246876,1.7269944609999999,-0.27124270240000004,7.531150371351623,3.0,10.0,2895.5,-1.5838205555000002,0.3114051986,-0.9301934173,0.2073175136,-1.3800013020186568
s112,2.5706198962999998,-0.6976716203000001,0.2283517901,1.9613779266,0.7654678421395714,31.2272727273,8.234259547999999,24.0,1.9403826707695024,-0.4348937562,-0.7735069291000001,4.621064245,0.2790536944,0.9282332211801162,-0.9282315018,-5.887811015518848,-2.7384062211274225,-5.636196828847016,4.2768731713,-1.6187469867262123,1.6264091411000001,0.5,0.1666666667,6.208333333300001,0.28750000000000003,3.0,0.017512425117385825,-1.2083333333,9.125,0.4391267337038855,3.0,-0.0119298246,-3.149122807,0.4793345467054956,0.04054332734416385,8.2,7.6,2.7124922036,0.4529303513,2.0774475611,-0.6984560773999999,0.4722222222280002,-0.5146140647,0.3217024016,0.0,5.320134937200001,1.2742473758483646,0.06420383560000001,1.5475977668391188,-1.0705413209999999,3.8243251091,211.0,4.285442751539002,0.294066055722818,0.3968411315,9.0,0.6868490219000001,0.0018928788,1.0,0.0026576173,0.4722222222,-1.8444397271102144,-0.9731573638,0.0285214618,2.489270091,0.29529522149931553,2.1484449976,-0.4059114720000001,253.6666666667,3.0950488211000002,0.1309146444609018,1.3173702712,-0.3376094133,-0.4946682017,-4.4643476582,0.4396209612,15.0,1.6345198881,0.398484464,2.4602294752,-0.060640095199999994,4.0868789289,0.1095998360675262,1.6339290712,-1.5714664711000002,0.4754901961,0.0627432814,0.001088697,1.847294712957459,0.4247473070638284,0.2577556525,3.3640227792000004,0.17581653351588528,1.6572022879,-0.3985442624,5.474369310328396,7.5,5.6,5.280662431309316,2.280283315,0.27502961719999997,0.30222620453522364,-0.5890031138,182.3333333333,5.2924669528696935,2.9792873271,0.24013782,0.38260095657357096,4.848116364598481,-0.32183451100000005,-0.5873223723000001,3.5838996941000003,0.2621996187,0.9885188298024566,-1.0663762946,-0.23224622949999998,2.377986661,0.2673552849,2.1442323776,-0.4848047812,6.997368649792325,25.0,7.0,2776.6666666666997,0.7151107724,-0.0704879881,-0.0129838665,0.4930716828,-1.0831456145157252
s121,1.9048883428,-0.3424876288,0.0551743155,2.6046378488,1.0818051703517284,33.5,10.8069178624,28.0,2.1801039021485056,-0.3195998573,-0.8297711253000001,3.1773611733,0.4304758635,0.7205671016854278,-1.0237218881999999,-8.341249848920626,-6.7348134075571275,-7.290291915047065,3.7729429142,-1.2184357696053163,2.2266423738,1.0,0.0,8.0,3.9898639950000005e-16,1.0,0.012751683892252109,0.0833333333,17.25,0.2933131622143497,2.0,-0.007267605600000001,-1.9647887324,0.3998059215430748,0.2826054042003217,7.7,8.5,1.6291589006,0.5486244794,1.9775624445,-0.3716160776,0.9444444444,-2.9789757456,-0.5388962734,-0.4424163399,3.1063759132,0.4754077985076179,0.0463331744,0.8604883542014345,-1.0082628,2.672669815,210.0,3.6506150697099113,2.387934993082531,0.8568707964000001,6.0,0.8113300323,0.0012032597,1.0,0.0015905435999999998,0.5833333333,-6.449609932071973,-0.5513283207999999,-0.0485510843,1.0701339511,0.19428552130164084,2.0617614062,-0.2678460535,341.6666666667,2.1453064577000003,0.0781406051768493,1.2808326524,-0.2746602255,0.0653007102,2.5333680133889995,0.7371513646000001,12.0,1.5216611699,0.5724916479000001,1.7428045483,-0.5327117577,2.5210923745,0.009351121660221964,1.5144216993,-0.9994666399,0.4151898734,0.0228190583,-0.004730090300000001,1.608884074634256,0.39470697704557656,0.2366323851,2.5920622190000002,0.0036070424934422506,1.8554553594,-0.4919860952,5.975081067857458,6.5,4.6,6.059512527881906,2.1696747454,0.3764480331,0.3117052897056139,-0.6433692851,360.5,6.031486221457387,1.8394182963,0.2909762678,0.463737477798476,5.116995310086965,-0.0698209122,0.17689459710000002,1.6265449168000001,0.36538943651800015,0.3485947020135326,-0.6981337390000001,-0.149192981,1.5933571571,0.30724521600000004,1.7068654131,-0.33058323900000003,7.478943865684982,6.0,9.0,3042.75,-0.2308397783,-0.4546225567,-0.1965740026,0.18502683399999997,-1.6297089164715428
s128,2.5332882131,-0.5168054482000001,0.0890259714,2.3915198015,0.9360933591703348,28.695652173899997,8.0081480245,21.8421052632,1.801403068043761,-0.37029336939999996,-0.8854411103000001,3.1343036757,0.39466876869999995,0.5524916544802614,-0.8325118059000001,-5.520247429437237,-2.694442042029304,-4.328041651732453,3.4521784033999996,-1.154073192646451,1.2341411948999998,0.6666666667000001,0.33333333330000003,7.25,0.1,3.0,0.008464078412129364,-2.25,8.875,0.3854778639713444,2.0,-0.007639229399999999,-1.4827370528,0.7216843389165891,0.6118984247109298,7.4,6.2,3.6471924125,0.4197364578,1.5831708447,-0.5285277251,0.380000000002,-1.1196138126000001,-3.2778436302999996,-0.9389161248,0.1035391316,0.11310401444539513,0.33500742380000004,0.12190470854734654,-1.1652624446,3.6348828618,155.0,4.285442751539002,0.294066055722818,0.3968411315,9.0,0.7680843353,0.0012677962,0.8839675903,0.0015923410000000002,0.5833333333,-2.7483841522350163,-1.1716417426999999,0.0766680478,2.0269814395,0.13758305806899618,2.1208571093,-0.4475360047,380.1666666667,3.2936646895,0.04843254518376552,1.1065496881,-0.49333832299999997,-0.2566328039,-8.5778172494,0.6289838072,13.0,1.9375025058000002,0.43842335179999997,1.7110003216,-0.5095442999,2.7043895344,0.12875691036456188,1.6075629699,-1.4205485787,0.4485294118,0.025616512799999998,0.0005613158,1.7463961684468652,0.3841396487676219,0.1931148535,3.3206068899,0.0839059341645525,1.5645607311,-1.1475954798,5.8522024797744745,5.4,5.8,5.9053618480545715,2.8134911131,0.3473181249,0.2811036963795514,-0.8521813789,312.6666666667,5.918893854273146,2.6077542766999997,0.3459274007,0.29982331608103396,5.137757301535398,0.1092711155,0.006892787500000001,3.1743402920999997,0.3619919175,0.8117227689967186,-1.533946892,-0.17563167899999999,1.9677996841999998,0.4099529517,1.4592030619999998,-0.141753027,7.515712654805108,1.0,8.0,7186.333333333299,-0.2722315269,0.0315648018,-0.5153969343,0.8630164529000001,-1.2786784286278727
s129,1.8603566291999998,-0.4764066959,0.038655023,1.9576580849,0.4382549309311553,32.2380952381,12.852644715799999,20.5263157895,2.372677483550968,-0.5257178707,-0.7528327023,3.9070332932,0.39050381869999995,0.8183458444418993,-1.0544410078,-6.9393431644213495,-7.982237552312426,-7.667265577577975,4.2944358218000005,-1.2064407354977171,1.3186004009,0.5,0.1666666667,3.75,0.033333333300000004,2.0,0.014724395365535829,-1.25,4.5416666667,0.252582208396866,2.0,-0.006723577200000001,-1.7357723577000002,0.506212145501971,0.6659139572357863,6.1,5.8,2.0172580569,0.5464528847,1.6597945718,-0.7565455069,0.6111111111,-1.0036986596,-0.3697212467,0.0,5.320134937200001,1.1470448745648445,0.2556612614,1.16408333027953,-1.0170844173,3.9312389163,206.0,4.285442751539002,0.294066055722818,0.3968411315,9.0,0.8792638779,0.0013619672,0.8770751953,0.0013185732999999999,0.5555555556,-7.824046010856294,-1.283754448,0.0809003301,2.1586189092,0.2043002186485696,1.5777950064,-0.2106061069,308.6666666667,3.8437894661,0.10525021780524177,1.8267682221,-1.1891560205,-0.322713493,4.3356914523890016,0.5055458482999999,10.0,1.72453055,0.473896016,1.9924109148,-0.3593742703,2.8911659773,0.13239256570724148,1.4267473156,-1.0425626841,0.4191176471,0.0948302474,-0.001822481,2.1731620365930535,0.3368556946632083,0.13520988450000002,3.1054679849,0.08774424819058169,1.4922245616999998,-0.9820172264,5.902633333401367,5.9,5.6,5.851723437849049,2.2389418593,0.29944183220000004,0.37321377428061336,-0.9894970418,281.5,5.65832010057956,2.8257417786000003,0.3611053178,0.2659452280802184,4.7550259415327565,-0.112005942,0.4799330362,1.9143254558000002,0.3695662185,0.4805753155324791,-0.8991990253000001,-0.2761897135,1.3597327883,0.3764702393,1.4634572758000002,-0.4361482724,7.570494797120657,13.0,7.0,3584.75,-0.8669558356999999,0.1435223481,-0.6638107554,0.8635762621999999,-1.0800697181454242
s142,2.4480229971000003,-0.6417276293,0.044010781799999996,3.0930148126,0.8109302162163288,18.0909090909,2.6169609948,18.9583333333,1.5272078236759097,-0.4646572888,-0.7303891316000001,4.099049090199999,0.3436665756,0.9027674064710884,-0.3971175097,-10.019504648382485,-6.507154248007053,-3.8080941776464874,3.9656887918,-1.3610450941244805,1.8156366600999998,0.5,0.5,7.5,0.06612500000799998,3.0,0.011104779765070894,-2.5,5.791666666699999,0.4810667391835096,1.0,0.0007142857000000001,-0.2916666667,0.35816414546749176,0.5090290476691847,6.9,5.2,1.6012168635,0.33607534710000003,1.7058171268,-0.5051107305,0.401111111114,-1.2105189238,-0.9072355806,-0.5629734621,4.194188013,1.090618108688667,0.008530007000000001,1.1608092635559792,-0.5400116798,3.2151644074,212.0,4.285442751539002,0.294066055722818,0.3968411315,9.0,0.7684188843,0.0024697789,0.9909179687999999,0.0022422898,0.5277777778,-1.8444397271102144,-1.1723008603,-0.205688826,1.7253676526,0.20487494449920896,2.8268284431,-0.1321642167,259.8333333333,3.8765055757,0.08212828070724798,1.7283974859,-0.7793262315999999,-0.5113100046,2.885989957016001,0.4560966407,7.0,1.5309271451000002,0.4515859227,1.8015580641,-0.3757570167,4.9642767217,0.16265671457997471,1.9142499787,-0.8080488450000001,0.3613861386,0.024012170899999997,0.0009322925,1.8213352437244763,0.6914481378539907,0.08713742990000001,1.9437016364,0.09127822374649533,1.6281512291,-0.249783862,5.758901773877279,6.4,5.1,5.574053367981417,3.1560177416000004,0.35737373060000005,0.9519033784689309,-0.6635912346,232.0,5.4624183772286035,3.3112990288999997,0.3700820704,0.6691613747078302,4.74202936870558,-0.0124848242,0.24408735739999998,3.5476278875,0.3473463614,0.7873471227785434,-1.535439895,-0.19042934579999998,1.3003093325,0.1403065556,1.8921325051,-0.1813859968,7.293579691126987,4.0,9.0,3968.1666666666997,-0.07090241589300003,0.033547960399000015,-0.009448364572000009,0.8598967579000001,-1.0305951827655933
s145,2.4717629531,-0.707072102,0.1300639646,2.5207679753,0.6418538861723947,32.380952381,10.795722256900001,33.4210526316,2.7112974014825046,-0.39623373689999997,-0.8751412426999999,2.4416020612,0.3131603792,0.5358406820042008,-0.5244756785,-6.551398205558884,-5.04979546708213,0.058565517998841826,3.2763989816000003,-1.4766427636455688,1.1476242912,0.8333333333,0.1666666667,8.0,0.05833333330000001,2.0,0.009785300701788277,-2.1666666667,15.291666666700001,0.24538437297375035,1.0,-0.0039125296,-2.6052009456,0.4443416129259888,0.2388500568678405,7.2,6.9,1.8109079108,0.3998851869139999,2.5550883291,-0.2891882286,0.22222222219999999,-3.7249971695,0.1745426895,-0.0239686552,3.1161783991000003,1.0282080500996087,0.22368420400000005,0.08512306838994299,-1.5092602536000002,2.9468872438,120.0,4.285442751539002,0.294066055722818,0.3968411315,9.0,0.8040359497,0.0011578557,0.9466796875,0.0013565213,0.44444444439999997,-2.7483841522350163,-0.8274325662,0.1045859202,1.4388665966,0.1941116995178893,2.0976907857,-0.3037611495,353.46333333333604,3.33017797607,0.11011878501465558,1.7861037527059995,-0.9148328848809996,-0.3436054157470001,3.761984414133,0.5746654042,8.0,1.5356830688,0.6693502397000001,1.9205181812999998,-0.3808669280000001,2.1702446274000002,0.17388564533863288,1.6882034772999999,-0.4204584289,0.4313725490000001,0.0491383223,-0.0023224833000000003,2.074013349402694,0.3945373842300123,0.179056856,2.9748832126,0.14101998514219036,1.0021604721,-1.1595573962999999,5.58724865840025,5.6,5.2,5.733341276897747,2.3896737227,0.2356285436,0.386894468175806,-0.7369506677000001,281.223333333328,5.705237315591522,2.7151231252340007,0.32842241843899983,0.4235688676914461,4.896700586328048,-0.074445324206,0.13470358363700002,1.5317949239000002,0.3298697673,0.4224085999430324,-1.1240553576999999,-0.1565702007,1.521358177,0.2042633474,2.1245229642,-0.35956487119999997,7.7249841355685565,8.0,8.0,3378.3333333333003,-1.1253289999,0.8315630555,-0.6997601676,0.7981536578,-0.5527496089355184
s149,1.7832240844999998,-0.36026157140000004,0.0263341057,2.8050199014999997,0.8754687373538999,2.0666666666999998,0.2537081317,2.1034482759,0.2699767899151219,-0.5198746783,-0.9019692151,3.7951980782,0.4109398971,0.6871392978705966,-0.523497627,-6.822567797612691,-6.341435044729682,-4.678917646210971,3.6873515052999997,-1.4193669458629319,2.2731452827000003,0.8333333333,0.1666666667,13.0,0.05833333330000001,1.0,0.009455158770754977,-3.75,9.3333333333,0.19812008007014967,1.0,-0.0017809523999999998,-4.6714285714,0.4155889493860759,0.4668339959487404,9.5,10.6,2.3929620096,0.35533516909999996,2.283883967,-0.5426555052,0.6944444444,-2.0273124396,-0.33538831500000005,0.0,5.320134937200001,1.511081688265452,0.08509789289999999,1.4891941824110648,-0.6385135918,3.4121682313,111.0,4.5085065923544105,0.47395080202453493,0.37525354829999996,7.0,0.8774719237999999,0.0012237025,0.99453125,0.0017994426,0.6666666667000001,-6.449609932071973,-0.8598664698,-0.1417096065,1.5203585651,0.2403686494381927,2.1597994758000003,-0.4319703685,301.8333333333,4.1599701205,0.15544688436250187,2.8546151319,-0.98854756,-0.2177939244,4.557027728101999,0.5103874254,10.0,1.9961010096,0.4944334871,2.4248910687,-0.39136683759999996,4.0199218047,0.08294351410952361,2.6432171769,-1.4257278111000002,0.4938875306,0.0450390832,-0.0013942374,2.657011164816399,0.4799984562005215,0.1459296119,2.7858435977999996,0.08666467535389609,1.9037220525999998,-0.40603837880000004,5.809409057845372,6.0,6.3,5.770921777493726,2.9491723557,0.3886818986,0.7131371139406961,-1.0489811649,289.3333333333,5.654825629929787,4.2027731569,0.2971704791,0.8615455326176237,4.6759392568759885,0.1580629298,-0.18719935559999998,2.8601684432,0.3982422111,0.9747145622612082,-0.6311986953000001,-0.16847415170000002,2.4074334794,0.34330046340000003,1.9568693062,-0.2079281252,7.696696528986928,8.0,8.0,3865.25,-0.6347735844,0.008401998,-0.5667805989,0.8186787320000001,-1.6191578387374357
s161,2.6089569508,-0.7060360608,0.14718768529999998,2.6943131326,0.7178397931503168,27.6923076923,4.7393605541,15.217391304300001,1.3380510910965893,-0.5823883277,-0.8868943383000001,3.8462629535,0.2862935224,0.6994870015576524,-1.3318181944,-8.036620301606721,-5.5749442401902485,-3.793675893337237,3.9191755175,-1.4387007876513218,2.1015999706,1.0,0.0,9.3333333333,0.125,2.0,0.01603737773042706,-4.5833333333,10.1666666667,0.37433289881334403,3.0,-0.007920485175000002,-1.742373238,0.26747696316709113,0.255855433061164,9.0,8.5,2.4641232643,0.4167610558,2.2859461871,-0.07806136129999999,0.4722222222,-1.9687178293,0.1693591107,0.4181320954,4.4838707464,1.18967424459466,0.1820195611,0.8167300043936849,-1.2494826612,3.4664424285,209.0,4.471322750974863,0.3498535379707482,0.2565783653,8.0,0.8344177246000001,0.0010259156,1.0,0.0016173992,0.4166666667,-4.625581180301964,-0.9193818584,-0.0031836898,1.62710105,0.2490082700075696,2.4860894377,-0.31367718489999996,400.3333333333,4.3728568772,0.15084130528301642,2.2386464663999996,-1.2004743759,-0.34721656310000004,8.4523597064,0.4860994280000001,15.0,2.1086162006,0.5333624256,2.4518570199000003,-0.407079974,2.9507977569,0.09699256806793656,1.1309806734999999,-1.113917282,0.5452322738000001,0.09091525630000001,0.0043313402,2.218137063913722,0.2405841180424431,0.2064877593,2.7322128556000003,0.15683389293198038,1.9702154071,-0.5395014078,5.554895693948484,6.9,5.4,5.496484931791931,3.4305802812,0.34628135130000004,0.41825119907674496,-0.8435550288,230.1666666667,5.530090244560434,2.9709307797,0.2953961302,0.4771226345134176,4.890349128221754,-0.1772058534,0.02032911,1.9994461878,0.35176572759999997,0.6564119807376562,-0.5942227596999999,-0.1578218294,1.6807740344000002,0.3214960818,1.6683701049000002,-0.2683154514,7.581998444246193,19.0,5.0,3346.6666666666997,0.3607559622,-0.32615953270000003,0.06012598640000001,0.17463895940000002,-1.7274116941563582
s163,2.0855724584,-0.6067372800999999,0.0506709566,2.0202950217,0.3364722366212129,31.818181818200003,2.1075005199000003,31.0,1.322552537574495,-0.3940353214,-0.9190406781999999,3.1270220095999997,0.35940332080000004,0.6427540896571017,-0.181740838,-12.342992630095766,-9.774148435230646,-4.338095385147662,4.554145453,-1.5061349510901114,2.3420448450999998,0.5,0.5,8.75,-0.008333333299999999,0.0,0.0041580101818587,0.25,7.958333333300001,0.16249355052573153,0.0,-0.00015434080000000002,0.040192926,0.6026587150255452,0.5550022491126582,7.7,5.5,1.9808242454,0.4405944658,2.2709590381,-0.5203119995000001,0.4402777777810002,-0.5224581229999999,-0.3238730568249999,-0.4124756119870001,3.377162121618001,0.3853340104715085,0.27095604500000003,0.6431797493009737,-1.2989724053,2.0912506043,225.0,4.5085065923544105,0.47395080202453493,0.37525354829999996,7.0,0.7493646622,0.0017475993,1.0,0.0020383547000000003,0.6111111111,-6.449609932071973,-0.9467061202,-0.1434216784,1.6962895865,0.3610455816116823,2.3243859936,-0.27956921560000003,261.0,3.2732101677,0.12259877247064785,1.5448748992,-1.1116115353,-0.32354064390000004,12.7711622326,0.5804353490999999,12.0,1.3961344375,0.4619319830000001,1.9485071861,-0.4131553347,2.5599655558000003,0.0626021713405088,1.549136152,-1.8640043455,0.4926470588,-0.01818113,0.001028408,1.229650541697122,0.3862568861261385,0.4010917946,2.8720657474,0.16249057884589904,1.7933493819000002,-0.6506134133,5.768320995793773,5.9,5.1,5.698769932832657,1.9084674082,0.34972025300000004,0.3610702102386846,-0.7146259612,243.3333333333,5.6430884059838275,3.345986476,0.3841743715,0.4306177398816151,5.010635294096256,-0.16791836289999998,0.41742497659999994,2.719987246,0.31660897460000004,0.6285342447603385,-0.9372000170999999,-0.2281706513,2.0669243088,0.3535243473,1.4710637253999999,-0.4189745964,7.612217828237378,18.0,7.0,3007.3333333333003,0.1950825646,-0.4269794288,-0.6724763797000001,0.2082347581,-1.3452291431888477
s165,1.1131232412,-0.08405251300000001,0.31544445320000003,1.1857700656,0.37156355643248296,43.181818181800004,15.588873821199998,27.5,2.324860287171878,-0.4676956015,-0.9121860124,4.596809765,0.4144091781,0.8766241116518919,-0.5899660877,-5.246414205167172,-4.203337152551348,-2.2149123140289326,4.002376559,-1.2379786617861042,1.9930594562,0.5,0.1666666667,9.7083333333,0.1375,2.0,0.011599135876300872,-3.5416666667000003,4.0,0.20327890472527332,2.0,-0.005886699499999999,-1.117816092,0.5615757548020323,0.281290218608589,8.4,7.9,2.6772423443,0.4749451892,2.4710212302000003,-0.3920601540000001,0.1388888889,-0.8540048456,-1.0014085518,-0.7973580229999999,2.9436955465,0.6002851966070493,0.2253471198,1.1500947297862896,-1.0705413209999999,3.8243251091,181.0,4.5085065923544105,0.47395080202453493,0.37525354829999996,7.0,0.7208445072,0.0012282976,0.9286346436,0.0017354671,0.5833333333,-2.7483841522350163,-1.2331686584000001,0.0322539498,2.29205688,0.16802773140761082,1.7278855828,-0.454248153,439.6666666667,3.1273413431,0.07830514067024512,1.9342813561,-0.2380779893,-0.2735156063,11.3272656863,0.5820801932999999,4.0,1.7518071185,0.5532883025,2.1610352517,-0.40585177200000006,3.3897961347,0.1541028232250067,2.6244082934,-1.6194388183000001,0.49629629630000005,0.08587185600000001,0.0010161092,1.6899762231346271,0.3754514445155455,0.2470654046,3.0013958822,0.07437374957463108,1.5677112199,-0.3930044511,5.818598149084783,4.9,4.6,5.999350041382055,2.7401433398000004,0.3959055831,0.4155592179315717,-0.8852788909,247.6666666667,5.6942931486351975,3.8530615726999997,0.3737748766,0.5554569075975708,5.07829394257007,-0.41132954039999997,-0.14442931779999998,2.3684649003,0.45705604409999995,0.6788860403872565,-1.2748354322,-0.17802213660000002,1.3873932129,0.34225616020000005,2.189608599,-0.2269631006,7.611937185724418,11.0,10.0,4515.9166666667,-0.4035655239,0.0926741424,-0.1919368407,0.8495511125,-0.9280975855122712
